target_id,cluster_id,seq_len,bank,setting,best5_tm
9FQ0_1,9FQ0_1,298,Thesis-3T+2D,Simple,0.26947
9FQ0_1,9FQ0_1,298,Thesis-3T+2D,Geometry,0.26965
9G6K_l2,9G6K_l2,31,J-controlled,Raw,0.28658
9G6K_l2,9G6K_l2,31,J-controlled,John_original,0.27257
9G6K_l2,9G6K_l2,31,J-controlled,John_fixed,0.25709
9G6K_l2,9G6K_l2,31,J-controlled,Simple,0.27341
9G6K_l2,9G6K_l2,31,J-controlled,Geometry,0.27939
9G6K_l2,9G6K_l2,31,Thesis-3T+2D,Raw,0.28658
9G6K_l2,9G6K_l2,31,Thesis-3T+2D,John_original,0.28114
9G6K_l2,9G6K_l2,31,Thesis-3T+2D,John_fixed,0.2701
9G6K_l2,9G6K_l2,31,Thesis-3T+2D,Simple,0.27849
9G6K_l2,9G6K_l2,31,Thesis-3T+2D,Geometry,0.28417
9G6K_l4,9G6K_l4,94,J-controlled,Raw,0.43099
9G6K_l4,9G6K_l4,94,J-controlled,John_original,0.41661
9G6K_l4,9G6K_l4,94,J-controlled,John_fixed,0.41567
9G6K_l4,9G6K_l4,94,J-controlled,Simple,0.43191
9G6K_l4,9G6K_l4,94,J-controlled,Geometry,0.43222
9G6K_l4,9G6K_l4,94,Thesis-3T+2D,Raw,0.13928
9G6K_l4,9G6K_l4,94,Thesis-3T+2D,John_original,0.13188
9G6K_l4,9G6K_l4,94,Thesis-3T+2D,John_fixed,0.13249
9G6K_l4,9G6K_l4,94,Thesis-3T+2D,Simple,0.13634
9G6K_l4,9G6K_l4,94,Thesis-3T+2D,Geometry,0.17986
9G6K_l6,9G6K_l6,50,J-controlled,Raw,0.12637
9G6K_l6,9G6K_l6,50,J-controlled,John_original,0.14586
9G6K_l6,9G6K_l6,50,J-controlled,John_fixed,0.12355
9G6K_l6,9G6K_l6,50,J-controlled,Simple,0.12596
9G6K_l6,9G6K_l6,50,J-controlled,Geometry,0.13076
9G6K_l6,9G6K_l6,50,Thesis-3T+2D,Raw,0.20655
9G6K_l6,9G6K_l6,50,Thesis-3T+2D,John_original,0.18034
9G6K_l6,9G6K_l6,50,Thesis-3T+2D,John_fixed,0.17582
9G6K_l6,9G6K_l6,50,Thesis-3T+2D,Simple,0.18095
9G6K_l6,9G6K_l6,50,Thesis-3T+2D,Geometry,0.20833
9G6K_l7,9G6K_l7,69,J-controlled,Raw,0.15798
9G6K_l7,9G6K_l7,69,J-controlled,John_original,0.15802
9G6K_l7,9G6K_l7,69,J-controlled,John_fixed,0.1513
9G6K_l7,9G6K_l7,69,J-controlled,Simple,0.15934
9G6K_l7,9G6K_l7,69,J-controlled,Geometry,0.14934
9G6K_l7,9G6K_l7,69,Thesis-3T+2D,Raw,0.19345
9G6K_l7,9G6K_l7,69,Thesis-3T+2D,John_original,0.20343
9G6K_l7,9G6K_l7,69,Thesis-3T+2D,John_fixed,0.1947
9G6K_l7,9G6K_l7,69,Thesis-3T+2D,Simple,0.20274
9G6K_l7,9G6K_l7,69,Thesis-3T+2D,Geometry,0.20304
9G6K_l8,9G6K_l8,33,J-controlled,Raw,0.13002
9G6K_l8,9G6K_l8,33,J-controlled,John_original,0.11427
9G6K_l8,9G6K_l8,33,J-controlled,John_fixed,0.11363
9G6K_l8,9G6K_l8,33,J-controlled,Simple,0.10826
9G6K_l8,9G6K_l8,33,J-controlled,Geometry,0.11192
9G6K_l8,9G6K_l8,33,Thesis-3T+2D,Raw,0.11484
9G6K_l8,9G6K_l8,33,Thesis-3T+2D,John_original,0.12154
9G6K_l8,9G6K_l8,33,Thesis-3T+2D,John_fixed,0.1241
9G6K_l8,9G6K_l8,33,Thesis-3T+2D,Simple,0.12227
9G6K_l8,9G6K_l8,33,Thesis-3T+2D,Geometry,0.11907
9G6K_lF,9G6K_lF,88,J-controlled,Raw,0.1335
9G6K_lF,9G6K_lF,88,J-controlled,John_original,0.15802
9G6K_lF,9G6K_lF,88,J-controlled,John_fixed,0.14894
9G6K_lF,9G6K_lF,88,J-controlled,Simple,0.1378
9G6K_lF,9G6K_lF,88,J-controlled,Geometry,0.16169
9G6K_lF,9G6K_lF,88,Thesis-3T+2D,Raw,0.2625
9G6K_lF,9G6K_lF,88,Thesis-3T+2D,John_original,0.27347
9G6K_lF,9G6K_lF,88,Thesis-3T+2D,John_fixed,0.261
9G6K_lF,9G6K_lF,88,Thesis-3T+2D,Simple,0.26174
9G6K_lF,9G6K_lF,88,Thesis-3T+2D,Geometry,0.2627
9G6K_lI,9G6K_lI,48,J-controlled,Raw,0.17275
9G6K_lI,9G6K_lI,48,J-controlled,John_original,0.16553
9G6K_lI,9G6K_lI,48,J-controlled,John_fixed,0.16824
9G6K_lI,9G6K_lI,48,J-controlled,Simple,0.18161
9G6K_lI,9G6K_lI,48,J-controlled,Geometry,0.18221
9G6K_lI,9G6K_lI,48,Thesis-3T+2D,Raw,0.18478
9G6K_lI,9G6K_lI,48,Thesis-3T+2D,John_original,0.19421
9G6K_lI,9G6K_lI,48,Thesis-3T+2D,John_fixed,0.18685
9G6K_lI,9G6K_lI,48,Thesis-3T+2D,Simple,0.18869
9G6K_lI,9G6K_lI,48,Thesis-3T+2D,Geometry,0.18837
9G6K_lJ,9G6K_lJ,279,J-controlled,Raw,0.23185
9G6K_lJ,9G6K_lJ,279,J-controlled,John_original,0.20543
9G6K_lJ,9G6K_lJ,279,J-controlled,John_fixed,0.20543
9G6K_lJ,9G6K_lJ,279,J-controlled,Simple,0.20662
9G6K_lJ,9G6K_lJ,279,J-controlled,Geometry,0.20946
9G6K_lJ,9G6K_lJ,279,Thesis-3T+2D,Raw,0.21018
9G6K_lJ,9G6K_lJ,279,Thesis-3T+2D,John_original,0.20581
9G6K_lJ,9G6K_lJ,279,Thesis-3T+2D,John_fixed,0.21204
9G6K_lJ,9G6K_lJ,279,Thesis-3T+2D,Simple,0.21474
9G6K_lJ,9G6K_lJ,279,Thesis-3T+2D,Geometry,0.21085
9G6K_lL,9G6K_lL,91,J-controlled,Raw,0.20279
9G6K_lL,9G6K_lL,91,J-controlled,John_original,0.2071
9G6K_lL,9G6K_lL,91,J-controlled,John_fixed,0.20701
9G6K_lL,9G6K_lL,91,J-controlled,Simple,0.20354
9G6K_lL,9G6K_lL,91,J-controlled,Geometry,0.20382
9G6K_lL,9G6K_lL,91,Thesis-3T+2D,Raw,0.24557
9G6K_lL,9G6K_lL,91,Thesis-3T+2D,John_original,0.23499
9G6K_lL,9G6K_lL,91,Thesis-3T+2D,John_fixed,0.23997
9G6K_lL,9G6K_lL,91,Thesis-3T+2D,Simple,0.24649
9G6K_lL,9G6K_lL,91,Thesis-3T+2D,Geometry,0.24739
9G6K_lM,9G6K_lM,194,J-controlled,Raw,0.20477
9G6K_lM,9G6K_lM,194,J-controlled,John_original,0.2013
9G6K_lM,9G6K_lM,194,J-controlled,John_fixed,0.20203
9G6K_lM,9G6K_lM,194,J-controlled,Simple,0.20517
9G6K_lM,9G6K_lM,194,J-controlled,Geometry,0.20518
9G6K_lM,9G6K_lM,194,Thesis-3T+2D,Raw,0.2672
9G6K_lM,9G6K_lM,194,Thesis-3T+2D,John_original,0.26384
9G6K_lM,9G6K_lM,194,Thesis-3T+2D,John_fixed,0.26543
9G6K_lM,9G6K_lM,194,Thesis-3T+2D,Simple,0.26842
9G6K_lM,9G6K_lM,194,Thesis-3T+2D,Geometry,0.26688
9G6K_lO,9G6K_lO,180,J-controlled,Raw,0.72914
9G6K_lO,9G6K_lO,180,J-controlled,John_original,0.727
9G6K_lO,9G6K_lO,180,J-controlled,John_fixed,0.72631
9G6K_lO,9G6K_lO,180,J-controlled,Simple,0.72799
9G6K_lO,9G6K_lO,180,J-controlled,Geometry,0.72851
9G6K_lO,9G6K_lO,180,Thesis-3T+2D,Raw,0.69232
9G6K_lO,9G6K_lO,180,Thesis-3T+2D,John_original,0.69329
9G6K_lO,9G6K_lO,180,Thesis-3T+2D,John_fixed,0.69004
9G6K_lO,9G6K_lO,180,Thesis-3T+2D,Simple,0.68992
9G6K_lO,9G6K_lO,180,Thesis-3T+2D,Geometry,0.69308
9G6K_lX,9G6K_lX,58,J-controlled,Raw,0.12153
9G6K_lX,9G6K_lX,58,J-controlled,John_original,0.12167
9G6K_lX,9G6K_lX,58,J-controlled,John_fixed,0.12213
9G6K_lX,9G6K_lX,58,J-controlled,Simple,0.12285
9G6K_lX,9G6K_lX,58,J-controlled,Geometry,0.12171
9G6K_lX,9G6K_lX,58,Thesis-3T+2D,Raw,0.14455
9G6K_lX,9G6K_lX,58,Thesis-3T+2D,John_original,0.14537
9G6K_lX,9G6K_lX,58,Thesis-3T+2D,John_fixed,0.13901
9G6K_lX,9G6K_lX,58,Thesis-3T+2D,Simple,0.14409
9G6K_lX,9G6K_lX,58,Thesis-3T+2D,Geometry,0.14475
9G7C_A,9G7C_A,224,J-controlled,Raw,0.2275
9G7C_A,9G7C_A,224,J-controlled,John_original,0.23453
9G7C_A,9G7C_A,224,J-controlled,John_fixed,0.23459
9G7C_A,9G7C_A,224,J-controlled,Simple,0.21941
9G7C_A,9G7C_A,224,J-controlled,Geometry,0.19962
9G7C_A,9G7C_A,224,Thesis-3T+2D,Raw,0.23529
9G7C_A,9G7C_A,224,Thesis-3T+2D,John_original,0.24182
9G7C_A,9G7C_A,224,Thesis-3T+2D,John_fixed,0.23502
9G7C_A,9G7C_A,224,Thesis-3T+2D,Simple,0.24022
9G7C_A,9G7C_A,224,Thesis-3T+2D,Geometry,0.23607
9KPO_B,9KPO_B,255,J-controlled,Raw,0.18077
9KPO_B,9KPO_B,255,J-controlled,John_original,0.14325
9KPO_B,9KPO_B,255,J-controlled,John_fixed,0.15505
9KPO_B,9KPO_B,255,J-controlled,Simple,0.15666
9KPO_B,9KPO_B,255,J-controlled,Geometry,0.18363
9KPO_B,9KPO_B,255,Thesis-3T+2D,Raw,0.24911
9KPO_B,9KPO_B,255,Thesis-3T+2D,John_original,0.23946
9KPO_B,9KPO_B,255,Thesis-3T+2D,John_fixed,0.23895
9KPO_B,9KPO_B,255,Thesis-3T+2D,Simple,0.24918
9KPO_B,9KPO_B,255,Thesis-3T+2D,Geometry,0.24966
9L5S_5,9L5S_5,116,J-controlled,Raw,0.62746
9L5S_5,9L5S_5,116,J-controlled,John_original,0.62775
9L5S_5,9L5S_5,116,J-controlled,John_fixed,0.62748
9L5S_5,9L5S_5,116,J-controlled,Simple,0.63872
9L5S_5,9L5S_5,116,J-controlled,Geometry,0.6405
9L5S_5,9L5S_5,116,Thesis-3T+2D,Raw,0.59792
9L5S_5,9L5S_5,116,Thesis-3T+2D,John_original,0.59452
9L5S_5,9L5S_5,116,Thesis-3T+2D,John_fixed,0.59271
9L5S_5,9L5S_5,116,Thesis-3T+2D,Simple,0.59444
9L5S_5,9L5S_5,116,Thesis-3T+2D,Geometry,0.59695
9MTY_C,9MTY_C,36,J-controlled,Raw,0.14844
9MTY_C,9MTY_C,36,J-controlled,John_original,0.14666
9MTY_C,9MTY_C,36,J-controlled,John_fixed,0.1474
9MTY_C,9MTY_C,36,J-controlled,Simple,0.14287
9MTY_C,9MTY_C,36,J-controlled,Geometry,0.14352
9MTY_C,9MTY_C,36,Thesis-3T+2D,Raw,0.16627
9MTY_C,9MTY_C,36,Thesis-3T+2D,John_original,0.16126
9MTY_C,9MTY_C,36,Thesis-3T+2D,John_fixed,0.16078
9MTY_C,9MTY_C,36,Thesis-3T+2D,Simple,0.16794
9MTY_C,9MTY_C,36,Thesis-3T+2D,Geometry,0.16652
