chain_key,pdb_id,chain_id,release_date,length,resolved_c1_count,normalized_sequence_sha256,sequence_coordinate_sha256,db_controlled_included
6LSG_C,6LSG,C,2020-04-29,8,8,6d111a8a60e2f7ca31ca1f91e42a7dbb430b473a43c063696f76b2db1f984fd8,2571aff6ede889324c13760fde7db97ea9a5aaa38b78c0fdd94cd1be1045c942,True
6LSH_B,6LSH,B,2020-04-29,10,10,d8f6eaa4c4313d7c8ecc624a6e4943435a68a4864fb2f394511add05b2821886,898070ec3af3648aafe1f5e1f954e88599edd24954128da4aebd96313915d063,True
6LSH_C,6LSH,C,2020-04-29,9,9,8551b49cb953f61d8aee84d91c4434d64d765a4343e97800943b8cb9e5e7a684,708b9a4c39d1e5aebf2c00999d44154dae398bec7210d81257918bd3c9a496b4,True
6LSR_2,6LSR,2,2020-08-26,3482,3482,bc5a7f9459c5ccd1c1d4a96e611a59195263e3512f66bff1d2e02a2cdc506c75,21b800e09b77b5218501d277f9b1909ab43599c6bc6cae3ba952316ce7a19752,True
6LSR_5,6LSR,5,2020-08-26,120,120,773f1c95d35a438e1698716cd890d73efcfa586a59a6298d3bf7b8d1fbb94877,734f7a986bec4d75dc8eff359b67a72152bb74a3e0a7c648877114bc73d46ac1,True
6LSR_8,6LSR,8,2020-08-26,155,155,7c03a2b6f4fd1e428577e3c9593c1f2a08ffd4b93cbb117acb0c1e00bfdf0ff0,93d64c6334acd3c478f79d5ceb8b06f3c50257e78078fd3bc64b8ca3e70ab5e7,True
6LSS_2,6LSS,2,2020-08-26,3474,3474,9de73959104f7be4833059a9ecf42a93406aa5098abc446524f52a5e4dc44902,d1101462f78963d5063054cb3e5fca2bf533d056266ac742fdf7d0b45ff32c47,True
6LSS_5,6LSS,5,2020-08-26,120,120,773f1c95d35a438e1698716cd890d73efcfa586a59a6298d3bf7b8d1fbb94877,20f6d41c166dd721f5ad59bf6b8995bef8d8e7dc690d483103fda2cadd079c9c,True
6LSS_8,6LSS,8,2020-08-26,156,156,597a08c50c5055c99f032f4d8e55ab7de9d5e19420ee2dbfaf3080833167e4f1,cd6f4a26c383c0d327ce72417081a664fc03568b160a695ad1002b4ca3d3838d,True
6LT7_C,6LT7,C,2021-01-27,49,49,a4aca24fd1211bb0bcd2fc52aa4ff001253a58621c86a132d9fe102e4a6773f6,a004b79774777ec9117b11bb91fb75f357669206fdc7d4c1e14443f300a5097f,True
6LT7_F,6LT7,F,2021-01-27,49,49,a4aca24fd1211bb0bcd2fc52aa4ff001253a58621c86a132d9fe102e4a6773f6,0c5721c14ceb4de5e8b73c6ce66ab3020e71e5e50283c636266cb260e02f65f7,True
6LTP_B,6LTP,B,2020-10-28,42,42,a3c4b71abd46d6f5f90de2cb6ed718726d42c97f2c796bc86765a3a71c966930,0dd9d4aa7f3a928b7f70c57f928077e1d8975e3fbf076e59ad05054392dc15e5,True
6LTP_H,6LTP,H,2020-10-28,42,42,a3c4b71abd46d6f5f90de2cb6ed718726d42c97f2c796bc86765a3a71c966930,370c363fd52351163a63ac7977df17db62b4be9e2b28a1191728a02fd15bd4a3,True
6LTR_B,6LTR,B,2020-10-28,49,49,10d366ea9edcae732f79295258d7d3ac9938102b37d562e4877392726d018522,3ca053db92e5093d6324d0716a92dfead155c6e5475e5cacf0a4e36a3c3f87b3,True
6LTU_B,6LTU,B,2020-10-28,49,49,10d366ea9edcae732f79295258d7d3ac9938102b37d562e4877392726d018522,d7e3610b657d6dbf519939f2da91ab73d10ce8998572b72c744aa42bc55b553d,True
6LU0_B,6LU0,B,2020-10-28,33,33,2f050e23dce5ba9c1381f30c3da2c25d28965db644807712eecde1df04e98968,d1a9ff68dbf37f8498ca80d3f6ccd23c5dc83f8d9b1a9512b837c501f5da8d4c,True
6LU8_2,6LU8,2,2020-08-26,3477,3477,76dd739305e0fd10596eb242c7d44387c0127425f35b3c2d1dab22ae93c43b88,6bc0e30730f5e23c54fa7f1c0afd8636edece8b28242d2d63f7ba7a9ebdd6426,True
6LU8_5,6LU8,5,2020-08-26,120,120,773f1c95d35a438e1698716cd890d73efcfa586a59a6298d3bf7b8d1fbb94877,6e4204f8aeefc7a1daeb8641697e8533358728a0bef5a8a859a581b2a10fcb7e,True
6LU8_8,6LU8,8,2020-08-26,156,156,597a08c50c5055c99f032f4d8e55ab7de9d5e19420ee2dbfaf3080833167e4f1,e1ad2cc4dc3681fc3a14f6db61c81114e8f18a44472b30e5029368d56834e292,True
6LVR_B,6LVR,B,2020-08-12,72,72,95a264f700b951f40184d80cf279d7c74c802984b62fca9150ecbefcb1daf60e,883b5312abe1ac250c9261c8b720ac86f9665e275bbd753895a7b25f1a7359d0,True
6LVR_D,6LVR,D,2020-08-12,72,72,95a264f700b951f40184d80cf279d7c74c802984b62fca9150ecbefcb1daf60e,6b586cc86fef5428fae298040c016095bce0bc06519b504fbd12dde6eddb1e97,True
6LXD_D,6LXD,D,2020-04-15,72,72,3db644c67ad48feaf5c1cc256c4b957244ad086f51256fae2ad312bc1d387cfd,bd5d26ab767e44d0d3a5572b90dd5f29194b6bf67ecb37feb03439f41b028c3a,True
6M0V_B,6M0V,B,2020-09-09,71,70,da1c55c629b14dc1dc6efead2adcf2b54e30bdde3497a8e85282ec01fca0da83,6c3911a13cb0f76de491561c21069527defed8ff20bdecc18271c6f627915b3f,True
6M0W_B,6M0W,B,2020-09-09,72,71,39fa48ca434c79381cb23608f3c9e4e9660b6849f25030887ac584a2073c2a98,a2ffd64d53860bdef9ec8e7189e4138f1306f22ddc2f599cb57777d9fd0598c6,True
6M0X_B,6M0X,B,2020-09-09,71,70,da1c55c629b14dc1dc6efead2adcf2b54e30bdde3497a8e85282ec01fca0da83,952c04b86c74edb717f7bdc6c20d67a4c841c87d4820735223e8ecc9413a680f,True
6M62_1,6M62,1,2020-08-26,2972,2972,af223cf37147d9651b5a1b4555dd9c14833dda69e690b93f6c0e3330cad203b5,60dbdb89b6477bdfe2a8be6b070d15b4d8b8458ad4e68b8f08c0de1d5fa8a343,True
6M62_2,6M62,2,2020-08-26,158,158,6c17d19279593e8dc0449230f7d88a7729158aadfb002f2c3fdcea4f02a24a34,6217ea11d87d6782288a7cc33367e29890d002cde254d14c002afbde1b559a42,True
6M62_3,6M62,3,2020-08-26,121,121,03f5f9df0c6c8386fb85e48cd0f0232307753a2a3fd359b76f1c341d79420ef7,77230f0965ca382fd56d7213b91f5adb9ae751113b9496f41aa54890019c5468,True
6M62_6,6M62,6,2020-08-26,65,65,706b65d67cc7004e77cc0a3c856bb09c22510a1c34124c314ce9ea526d505a51,0b5139e216e953ea6c8e871d39327448711f48b60f5e6400a112ff66b141a60f,True
6M6C_R,6M6C,R,2020-10-14,10,10,5b98cc9a8d52491b48f1bae71d88cc5d2cb1e9ea57aebfe9716d64e85513668d,25e2b5a6fe41dcae46e00263c9658b7bc519532cc047d9bc923a76a37eed2d17,True
6M6R_B,6M6R,B,2021-03-17,8,8,a3ea639aa74f9c0c66fa8c28ce830b1dbc794b42abae29fd422e5663b5586612,bf335a00cf7053e0a670470b887ee35d04f58e4c40aed7b86f9c7b8ec9d00190,True
6M6S_C,6M6S,C,2021-03-17,12,12,371f079f525fcba7846eaf98f06a829520cb1d4f983b93762ebd3f0fad28e3d0,9175e22dce31b6ccd1b9a9436f830379427166c9b3ce6f9d4a38fe44fb5adb13,True
6M6S_D,6M6S,D,2021-03-17,12,12,371f079f525fcba7846eaf98f06a829520cb1d4f983b93762ebd3f0fad28e3d0,749e09b12cbb181d1af51a37e8da3afe0e0a19289a4a7bd4abfe8984f4ffe701,True
6M6V_E,6M6V,E,2020-09-30,3,3,cb1ad2119d8fafb69566510ee712661f9f14b83385006ef92aec47f523a38358,f605e93602efc9048cf6465700ee2e0d89d6a13f141b625b8c572439d1bf7de8,True
6M6V_F,6M6V,F,2020-09-30,3,3,cb1ad2119d8fafb69566510ee712661f9f14b83385006ef92aec47f523a38358,8d123650ae8ef538216172c7adc934116f477aef4076ba58218756cc936bf919,True
6M6V_G,6M6V,G,2020-09-30,3,3,cb1ad2119d8fafb69566510ee712661f9f14b83385006ef92aec47f523a38358,2c5bbc1ffe996f617d0688b0ac5a21b9d33ed8fb24dc29fdfd44cb018279c1f7,True
6M7D_B,6M7D,B,2021-03-24,6,6,c57ee7f26c0175f6984f21dec222e1e5751febc8f1946551ff6bfbe2e9190ba1,e2c26abe5a7132d8d56ba7c648f8cb6ccad06f54406a7f99275ef36c3cb6f69f,True
6M7K_B,6M7K,B,2019-02-20,3,3,1a0800218dfdcb9fa56f4e3733fd8a21a53f9b06fcdafadea16dbc4ee36693ad,06d4844d1f9275efb34018374b99f79b6a226b8013603544d33772b31ecb8469,True
6MCB_B,6MCB,B,2019-01-16,116,116,61b10b4b7f67fcfc5faec0d3cef52bb605fdc734cd50f4508ba92a463c207c66,7caf2b09ee39d1c2ae9d1cb4f2278c39794e79e265f51679914bc3ed04a4242c,True
6MCC_B,6MCC,B,2019-01-16,116,116,61b10b4b7f67fcfc5faec0d3cef52bb605fdc734cd50f4508ba92a463c207c66,3c16709dcf11c3c10a29bedc16927d9b77420e2254e09be8ea6850d2a47309b3,True
6MCE_A,6MCE,A,2018-10-31,30,30,8d4edbf0927dd621026899bf86451c32023256ea6da1e93b444ad9e8db19b304,30890c5b47c3174e371dbaba79226d1c3f3aac25437a5ea264715bb1638657fc,True
6MCF_A,6MCF,A,2018-10-31,57,57,a09adc4a267b96492a70790e00e747a28fad27eb2f780656b171ffd5584635a9,a3f40a2d188ea45dd3d70edaec467f722aea9bb55893be7bc7c9a1789c29d95f,True
6MCI_A,6MCI,A,2018-10-31,57,57,a09adc4a267b96492a70790e00e747a28fad27eb2f780656b171ffd5584635a9,e166c5a0001b6bfea13275f6a90a3d99f959fe40dcff56050ee3902bc2760908,True
6MDZ_C,6MDZ,C,2019-08-07,20,20,a596af63f1d86188b1b4625100c7012b407b1256012b9d63ad2dbbfe6d050097,fb463befac7503a991865fbcd0f5daba4b789eccdbfb2b6db4f1d42bb198aef9,True
6MDZ_D,6MDZ,D,2019-08-07,14,14,6500e62c3d779219e074530baa52d21134c9bfaf4f68564c09710e9ef77d30fc,02ff2cfa75a1f82143553c94e06f0cc5bc402ffc40081570d947bc7999423213,True
6MDZ_E,6MDZ,E,2019-08-07,23,23,ce7470ccd0e0cd5d63de41ef5ccf2be31dcbc1e9d94025894d68ae4bec35afb3,1ea003a54421564e5d2e13ac3339c4fd58168b7229c4f553247dae60b717a5d7,True
6MDZ_F,6MDZ,F,2019-08-07,17,14,bdd2aeecb9b76a5a2091c58e557dfcd7cb1046ca7c00b80a6453a642c4bf26c4,dea835a3930c262b35847bf291801a57c5eb0a22625c013ed07a0729c1030fd3,True
6ME0_A,6ME0,A,2019-08-14,829,829,2e1d5047dc4aea965f48d2e152bc26e1232adcbfcddd55603e2003fc7db8916e,41b653877e54a63ddb246a729989c7cb6f11d751ab2d2106040ada66e400050f,True
6MFN_C,6MFN,C,2019-08-07,9,8,7f0a7bae5c248de7ef74390714f906cdff0605b5eb3c94cdfeeb7bc9be2b8fb9,268808f5d926a681b08075bef6ff8bce1fdb0d5c122b64b44547ffcd54f97c6d,True
6MFN_E,6MFN,E,2019-08-07,10,9,956b78443bec278a9812e0b1941883b4441558d5f8837b1b9a70f1b5f019a4ed,9a4a968da7a93dcf1d313358ca950fe4776cc7f29099c7d8b61ce7a6f6e13ee2,True
6MFR_C,6MFR,C,2019-08-07,20,20,a596af63f1d86188b1b4625100c7012b407b1256012b9d63ad2dbbfe6d050097,a7eb3bb4b83378be729222bfae0b21bcdb83a887cfb8006d2770bf2c274ba905,True
6MFR_D,6MFR,D,2019-08-07,14,14,6500e62c3d779219e074530baa52d21134c9bfaf4f68564c09710e9ef77d30fc,1e4647b251b32f28fad7028a24c17c6d2cddd3ad2fe64343670edbf18157fda8,True
6MFR_E,6MFR,E,2019-08-07,22,21,430e1c0caeaf8b0392de097656c2bc75080d88dd55bfc8315fac6553ba7a6396,49c132b1d92db83911b465fb97e5a7cd1ff7abd5b250f70b93f425a498a5066b,True
6MFR_F,6MFR,F,2019-08-07,16,14,3359dd81c4cbdee1e4e9a788e29e8c920a3dd877c199863405ccc41a3b84c27a,16c10674e0870fa8619a15f25db70ef9e8bcee8c591a2f99eeb1a53eb8e76efe,True
6MJ0_A,6MJ0,A,2019-01-09,101,101,ffa194c7ac31055aeb92d1ad50e6bfaa1f9f69ffaebd0e0a920cac8a9d596f15,780a8e3da011382a8cf1763865c212d283daf41b026696fd9ad6409ad65bd3cd,True
6MJ0_B,6MJ0,B,2019-01-09,101,101,ffa194c7ac31055aeb92d1ad50e6bfaa1f9f69ffaebd0e0a920cac8a9d596f15,85b3281b56e4f5b731acf845b04e8a4853d7135dfccc349daf3cc09eecb7ed44,True
6MKN_A,6MKN,A,2019-04-24,1507,1507,9e57db5ab2b0eac4a4b2b646bb9c356606f4aeaf4082adba67efde023b4365bf,b42a8513ed0612f1adc635cdf70c785e81c50d27fcc75556f97b422985c9af67,True
6MKN_W,6MKN,W,2019-04-24,4,4,a366f22e40a1ae1855f602eaef9bf2c13e698433a51769051cf222560612c170,13ff30b75ed88042320989ae2fe763560adf9a90d1d71359c242fcce343ed095,True
6MKN_X,6MKN,X,2019-04-24,11,11,693baacd1ec7c1c8b69c5bb4a2b705fe485ba9a40a909023a371d8c5b42de76f,85ed0b35191997cc22c97711421e9c1d5d77afe658ecd07bd7cd3e211eec7d59,True
6MPF_A,6MPF,A,2019-04-24,1508,1508,6b5e461026403af2f12215be2cf6b5d046bbb4d4e21ba99247cab40e6bcf4458,a5384c4c6b766e17b27a31c041f8d4e2f9fa80c735f06bdbf79d2f4f17d6483e,True
6MPF_W,6MPF,W,2019-04-24,4,4,87166a864ed2e47e169196fc036271f689ab3759f1fbf9e04c43ada1b083f61b,07bd9c97bb1d22a4aba5fd9c2712f1c6112d780f8d6d6e130f05065153dbb196,True
6MPF_X,6MPF,X,2019-04-24,11,11,fbf921eaa9883feee2d28ac4b198cad6c6fa0e13704436465533ac1a210027ff,f0adac9f0c2fe2ab4411df63f87ad0bd83a7df5b36e4658b748bed3027c42cf5,True
6MPI_A,6MPI,A,2019-04-24,1507,1507,9e57db5ab2b0eac4a4b2b646bb9c356606f4aeaf4082adba67efde023b4365bf,8b320c39cd3093b86a5dbbe74c2d8610868bb7c8f106630f36bd7b77787be7a4,True
6MPI_W,6MPI,W,2019-04-24,4,4,a366f22e40a1ae1855f602eaef9bf2c13e698433a51769051cf222560612c170,8b8799995cb8fbdeac78c5d8f8acf11b33ca67515767aa12f2af4a927029b61e,True
6MPI_X,6MPI,X,2019-04-24,11,11,fbf921eaa9883feee2d28ac4b198cad6c6fa0e13704436465533ac1a210027ff,ed416162dca8262468e5d88e0dd93cf2565109ddc11ab5d461e5bd6aaf3976d3,True
6MSF_R,6MSF,R,1998-07-08,14,14,8cba2bbb01112774bb95812f87e25fdf4bb983a555b47c4bed61e250ab5346b1,d0018ceccff0397b49caf66849c8c6a55f19646cfd103047e076a3db542c87d3,True
6MSF_S,6MSF,S,1998-07-08,10,10,69d787d724423ca74aefddd2d4f23c685ab77beb096e8406e3bb80c428c86966,40cab7789e88a532b170baa772090a021c16bf2b23d4ddd39059887b3805c5a9,True
6MTB_1,6MTB,1,2018-11-21,7,7,c48fa59a0f5d33f6f231b6c25b9fd54c8b0a27348064fd022e0780e1baddf08c,dbd23bd7ea20db250b53ea54a1aeedad77b8a81082b0c0fb827e270d94b191db,True
6MTB_2,6MTB,2,2018-11-21,76,76,9cc82343d121fb63b7ebd540fa3b0d2a995c259d6e31f97d730e077996f26c17,2beb276e8289ca6f68fb4290eb74e41f6efca624357a646082a2e523d4e3e99b,True
6MTB_4,6MTB,4,2018-11-21,75,75,6ba7a439cd64ee18cba1ef9c31298def30dc87f53e4ced327ac7c475c1c0d7be,f2204d9b36a9b868e1d49d95cce1a1809cb6885488ebff8940eda19ffdc9687c,True
6MTB_5,6MTB,5,2018-11-21,3597,3597,e06dff270d884d83b28370da4c8da1d4f40bbf1e46a416eb41555305161c309a,338a05290bfa20db6348a67e51a972839e18be8e3e4832226d643dc5973b9255,True
6MTB_7,6MTB,7,2018-11-21,120,120,773f1c95d35a438e1698716cd890d73efcfa586a59a6298d3bf7b8d1fbb94877,3a7fc0f6d2b1055b0207f6beabfaedec7f997e20a749b630fd48e0ddb9d83750,True
6MTB_8,6MTB,8,2018-11-21,151,151,59162a6216fd22e0e3679e80b829478f3cef3f1c5c211db9b474a6a3c0f5c727,0f80e2e47d76b0ea2b24679a2541497f8a6b1be2a2691a924620ddc23bb7e407,True
6MTB_9,6MTB,9,2018-11-21,1698,1698,7fb8fbd6bed0ab796b43957b31e1271fb1be78f7853cbfe379d73d38e12b95f3,121ee086186145a61e3786d0bb089d249949c1b3ff5887dfae343d6f682a4750,True
6MTC_4,6MTC,4,2018-11-21,75,75,6ba7a439cd64ee18cba1ef9c31298def30dc87f53e4ced327ac7c475c1c0d7be,b6b6498f6ea7437daf4be96c69945cf1bee98f29d874a2d46ee8b0fb453e44e5,True
6MTC_5,6MTC,5,2018-11-21,3597,3597,e06dff270d884d83b28370da4c8da1d4f40bbf1e46a416eb41555305161c309a,118a4873693644a63aa7abba4e5af87cb45dcf345e64ba22e37d32ced0462387,True
6MTC_7,6MTC,7,2018-11-21,120,120,773f1c95d35a438e1698716cd890d73efcfa586a59a6298d3bf7b8d1fbb94877,3580a1a00cd63a7f944ff864fe6f88ce9398e0faf2b4ba5339b776b24e0dfb10,True
6MTC_8,6MTC,8,2018-11-21,151,151,59162a6216fd22e0e3679e80b829478f3cef3f1c5c211db9b474a6a3c0f5c727,d6f507348b2be5432396c6ae9226477bbbe059a07e22bbd85791bf2e176d8776,True
6MTC_9,6MTC,9,2018-11-21,1698,1698,7fb8fbd6bed0ab796b43957b31e1271fb1be78f7853cbfe379d73d38e12b95f3,94d8a0f14f9ebf10d28eef70a59583532df9b854152082c0a0661f3cdc511aab,True
6MTD_5,6MTD,5,2018-11-21,3597,3597,e06dff270d884d83b28370da4c8da1d4f40bbf1e46a416eb41555305161c309a,b9d4512b8a00d983312fd72996fc2581eb75139a9018523ea172bcaff99f99ce,True
6MTD_7,6MTD,7,2018-11-21,120,120,773f1c95d35a438e1698716cd890d73efcfa586a59a6298d3bf7b8d1fbb94877,4aeae6849d53037a300c496365edf6eb20da0c971b72d82b5b0adf3a9615839f,True
6MTD_8,6MTD,8,2018-11-21,151,151,59162a6216fd22e0e3679e80b829478f3cef3f1c5c211db9b474a6a3c0f5c727,072b62a4afa9bb99d04c1847026907d30de2bc99b6e36542867f3b3fbce98857,True
6MTD_9,6MTD,9,2018-11-21,1698,1698,3447f20de5fda55790d4ac9a62c2e59c1fa184856b79a45790886ea7eb49944c,dee08999c4d87d60774daee79301b518a0a45e833d44179e7a1ca7a1d06c87b6,True
6MTE_5,6MTE,5,2018-11-21,3597,3597,e06dff270d884d83b28370da4c8da1d4f40bbf1e46a416eb41555305161c309a,4e48a7b13b3dc6aa4b604bc83566106e0c21332ac25f1b6659488e9f33339068,True
6MTE_7,6MTE,7,2018-11-21,120,120,773f1c95d35a438e1698716cd890d73efcfa586a59a6298d3bf7b8d1fbb94877,6a2a445c0b37fb4f3b0256ba5136aa4feb87672db074bcec141611cc0851dbe0,True
6MTE_8,6MTE,8,2018-11-21,151,151,59162a6216fd22e0e3679e80b829478f3cef3f1c5c211db9b474a6a3c0f5c727,1ba94ca4caed378f88867a14fb69d7326fbf7e3c6ef7df63ee2d552ce3326d29,True
6MTE_9,6MTE,9,2018-11-21,1698,1698,7fb8fbd6bed0ab796b43957b31e1271fb1be78f7853cbfe379d73d38e12b95f3,4ea969f8fe80717c7476997d2cef0cb695fd20055acfdfa92e1d4f5c81e8686f,True
6MUR_G,6MUR,G,2018-12-12,27,27,e2143d541e08d8c3d59d11098044507f420437550ab04750214b11f26cec9d62,472cf5752278bcaac55a44770f31a56b9d1c4e31c53c240e40a8fc30df34b557,True
6MUR_H,6MUR,H,2018-12-12,19,19,3e7fc471207571f7f0a28052b169423134b4b71d2c4ad02cc0b5766acb26bfb0,9fcbfaaa1eae2eae17b2f50bd48f87f98864f46cd35d4f645237b666f5abfa5b,True
6MUS_G,6MUS,G,2018-12-12,33,33,d6e430e2181681051b504713b9667faac5b6b82fb7956ab95cbf913eafaabe71,22b2f792bb837108984ed96612b4555c86002321610434aaaef2906676955bb8,True
6MUS_H,6MUS,H,2018-12-12,25,25,81a7ae901af39099ea1cb2b7255570616dbc915d7a93f1ce6c96170f0734dd8b,a261d19dea04522f2b9f1fda5c7ce2ff8b8731ea9aa401abea7248b6097a4127,True
6MUT_G,6MUT,G,2018-12-12,20,20,07fa3755cd0960d696bad51cbae812e91076b39e3b09f58f219a7c3fd233d27b,f70c72dd6eb555b8a27d36d508d61110f9804da6dbcda307d30192896585e3b2,True
6MUT_H,6MUT,H,2018-12-12,19,19,bf40d7eea188030166234b310df00998c97fcbe6a8233c0105a8c3e0d5bbf72a,52bfcafba79a0305d994e4308647032ce88fae41a2506b0fd0344adaa1e02205,True
6MUU_G,6MUU,G,2018-12-19,25,25,f9f06c6847436550521aa560e3cb5d0a162358f79c54b32549af77a5ba49a8a8,66d033cf25ab5b6ec7a276a6afd3f63a27c064f1ff7f142ab1b9c2eb354655dc,True
6MWN_A,6MWN,A,2019-08-14,92,92,6b6e7328e1b2e819a9f193f8ace175c496e58564056f3a40335543a47fa63a41,6fb2ee4cf9bf06dc2d1432b18ce30b844e88c84c83912a2d1447c5a5c1bba5d3,True
6MWN_B,6MWN,B,2019-08-14,92,92,6b6e7328e1b2e819a9f193f8ace175c496e58564056f3a40335543a47fa63a41,36bd50202827b39c51ba18ac53b2bffeed934afcc6f3c02877f12632b052779e,True
6MXQ_A,6MXQ,A,2020-05-06,49,49,e5f6d6203a6eddd735e5d76a6965cea7d370ac78df497fbeacce64c1e255c9bb,bd8be961bedc974ed2b0448eb83879cbc205c94427d009f88fcbf3a7020fcfc4,True
6N1D_A16S,6N1D,A16S,2019-04-03,1517,1517,85532d92b14cb35d645a6697e3c72e64b672f4146cfb5f1cccde21bebf313ba6,a4b94d167d7bcd38605491dc4ddabbfd95a512b46175f249b1399ef0acdee605,True
6N1D_A23S,6N1D,A23S,2019-04-03,2879,2879,bb558596a27ad7e21927396b151bac9cbc73604a645c400a5cda4eb11c1250f0,e7b981894ffc416d84ce024d8b656907a0475b0f61c122dfb2be10df04ded82c,True
6N1D_A5S,6N1D,A5S,2019-04-03,119,119,ec4a526a6cf8b347464b7e30c86990ba03eb85ef8a27ff684156660403c175bd,108bf2fb3448579f89f92b3f3cdbd9e5d32d433dcf020fcff114ba6152cba1d5,True
6N1D_AMRN,6N1D,AMRN,2019-04-03,10,10,cb7bc40ea436e3e2bdce4cf82124e4fa45b9ed427fa4d12fb682e61d8ef75343,353352c7f78e39e0d643b51b6af689115a8f67e6588b310628adedce1b6493cf,True
6N1D_APTN,6N1D,APTN,2019-04-03,76,76,7fbcd800a29c8e9543a2cfdcf7f55fe42898b7cf66ef6bf9ec1a29b9d2d282d7,339517fbc6c56a5c309ab20ac60da43cd4adc23d46cbdd9489848f0979ca612c,True
6N1D_B16S,6N1D,B16S,2019-04-03,1517,1517,85532d92b14cb35d645a6697e3c72e64b672f4146cfb5f1cccde21bebf313ba6,9dec0aa0cf4c63c78d9fb6ba32c910847ce6da1e2a58da3d647623172d92a20d,True
6N1D_B23S,6N1D,B23S,2019-04-03,2879,2879,bb558596a27ad7e21927396b151bac9cbc73604a645c400a5cda4eb11c1250f0,43429c59acc1b2de2cb5d4228b6b58edaeb2607a327d3399c9dd8d1174aa453c,True
6N1D_B5S,6N1D,B5S,2019-04-03,119,119,ec4a526a6cf8b347464b7e30c86990ba03eb85ef8a27ff684156660403c175bd,b116786ec8a90d75146ecfa89927b6c209d63518f5c78a0062af91641db45362,True
6N1D_BATN,6N1D,BATN,2019-04-03,85,85,ba627142edf85d3f53dc8572db7182b71d23ab039a629731d8d6e9a6507f1104,1bbaf9ffbab111759ccde3c469acfe0f89a55f223bf4714867aa1afbe6952389,True
6N1D_BMRN,6N1D,BMRN,2019-04-03,17,17,1339bf5ccc8cc17cab8c786b990f470b968757ff3c5287d5b54692b74547d570,ab52d0ecafa952d208f68313e1cfeb304d113c6fde8cde804dc39b0eed2b6432,True
6N1D_BPTN,6N1D,BPTN,2019-04-03,76,76,7fbcd800a29c8e9543a2cfdcf7f55fe42898b7cf66ef6bf9ec1a29b9d2d282d7,477d620c1cf3d9bc46d51d6ec0ea11053caa3df76ccc1f741dbe469daff684e5,True
6N2V_A,6N2V,A,2019-10-02,99,99,eb9aede4fec5abe5cb2ab8e35d6e1d4841873218611a62950936679c2c939cdc,6bdb3a76df68c12d3bd598baf79688db1ccf0f8ef441b6bc86274ceb4077a9db,True
6N2V_B,6N2V,B,2019-10-02,99,99,eb9aede4fec5abe5cb2ab8e35d6e1d4841873218611a62950936679c2c939cdc,9390f658caf53f41068867d9d2af6b8ee361a2ad78f49cd6774eb79da56d764d,True
6N4O_C,6N4O,C,2019-05-08,19,19,98cfe6c867875e75e987598ae8f28543e85d82a4ae2116ecb14956e679bd7732,15057a58a9291c8db9383e68692cb39b71ddc47d897f6d960a5102aec15ac11c,True
6N4O_D,6N4O,D,2019-05-08,14,13,61d970f117767a36f7408200a2e7b80ece7a07f1d41d864f178f25e25ff2d575,551dc0779c527bc287406ee39218a9cf4df709d9c6f3614823ebe1dc865047bb,True
6N5K_A,6N5K,A,2019-11-27,125,125,fcb7b85e068b8c04b9f3415de03ef78b1acfd672629b1cfe89282785b44fc279,30a34929d13a7ae22851ee8c7a931c18f2c5fb8af3790345d785ab2f294c782e,True
6N5N_A,6N5N,A,2019-11-27,125,125,c1469ea0081c4b4c3ccfbdc0c5ff20e779fab5fb29cef8c16ab65aecba581138,a1a69dacae4987de7f0bd0957df85e12b5061b097e3c962f268ce51a61ea3321,True
6N5O_A,6N5O,A,2019-11-27,126,126,f5b484dc6867b6315a5dbd3c8be6126800e3ea955fcdc07cbc2c8854ba46e6d3,6a0ac3a8756f6be045e2f50f4546a3e490f9d3822b47393a2e50baca20daae40,True
6N5P_A,6N5P,A,2019-11-27,127,127,ddb1f134210808b8cfb22bd9df3e9851d3d35810710c813fee3758527b193a01,58d7b219061122812bb461d80804ddc83227f014158c94c755a9f080786dd233,True
6N5Q_A,6N5Q,A,2019-11-27,128,128,efee820629ae4ff9f023b6002fa01e41c181ba4c2cda8178454bbd87e41f6fbf,81c2cc8ba9da2257a8bfac4bf6f83a8fcc6f7278445a46f959b453a1964258d3,True
6N5S_A,6N5S,A,2019-11-27,123,123,7b61bb90bb7546e7c40afba079a1a4ddd953e0a775579310426b2cdc8189f1fa,d79313fbefae4d76cec76e0458a93df312765075e02f6c8a7705109b8a84740f,True
6N5T_A,6N5T,A,2019-11-27,126,126,63b0597636db529385dd763763dae6c6d841c691bebdb2acea5b82c9333728cc,e4fb7d64afaf180e8b9dae6519e7939084345512012a3bc7fb40e4c81e0c3293,True
6N6A_D,6N6A,D,2019-06-12,2,2,bee30e5b6d59c1bdf10100ef331706553fd3c4e6b0a342a092c6f6f733b8be36,4bcf518dcbdd1b3e9166711ddf722b74510df67ee60315ede8da686fb6dc5f25,True
6N6C_D,6N6C,D,2019-06-12,2,2,58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5,b30ecc327ed6519e26e7f844787aa630d537ecac20a29510388105708892525f,True
6N6D_D,6N6D,D,2019-06-12,2,2,9af9eef31e66682c7a4c3053e2f28007fd5f6ea4f2b668263ed2716fe4c793d8,80c29abaaa3e825e1e47365cc0c8892def2d3408f5df647a077bb053008a7174,True
